0	1
1	0
0	2
2	0
0	3
3	0
0	4
4	0
0	5
5	0
0	6
6	0
0	7
7	0
0	8
8	0
0	9
9	0
0	10
10	0
0	11
11	0
0	12
12	0
0	13
13	0
0	14
14	0
0	15
15	0
0	17
17	0
0	16
16	0
0	19
19	0
0	18
18	0
0	21
21	0
0	20
20	0
0	23
23	0
0	22
22	0
0	25
25	0
0	24
24	0
0	27
27	0
0	26
26	0
0	29
29	0
0	28
28	0
0	31
31	0
0	30
30	0
0	34
34	0
0	35
35	0
0	32
32	0
0	33
33	0
0	38
38	0
0	39
39	0
0	36
36	0
0	37
37	0
0	42
42	0
0	43
43	0
0	40
40	0
0	41
41	0
0	46
46	0
0	47
47	0
0	44
44	0
0	45
45	0
0	51
51	0
0	50
50	0
0	49
49	0
0	48
48	0
0	55
55	0
0	54
54	0
0	53
53	0
0	52
52	0
0	59
59	0
0	58
58	0
0	57
57	0
0	56
56	0
0	63
63	0
0	62
62	0
0	61
61	0
0	60
60	0
0	68
68	0
0	69
69	0
0	70
70	0
0	71
71	0
0	64
64	0
0	65
65	0
0	66
66	0
0	67
67	0
0	76
76	0
0	77
77	0
0	78
78	0
0	79
79	0
0	72
72	0
0	73
73	0
0	74
74	0
0	75
75	0
0	85
85	0
0	84
84	0
0	87
87	0
0	86
86	0
0	81
81	0
0	80
80	0
0	83
83	0
0	82
82	0
0	93
93	0
0	92
92	0
0	95
95	0
0	94
94	0
0	89
89	0
0	88
88	0
0	91
91	0
0	90
90	0
0	102
102	0
0	103
103	0
0	100
100	0
0	101
101	0
0	98
98	0
0	99
99	0
0	96
96	0
0	97
97	0
0	110
110	0
0	111
111	0
0	108
108	0
0	109
109	0
0	106
106	0
0	107
107	0
0	104
104	0
0	105
105	0
0	119
119	0
0	118
118	0
0	117
117	0
0	116
116	0
0	115
115	0
0	114
114	0
0	113
113	0
0	112
112	0
0	127
127	0
0	126
126	0
0	125
125	0
0	124
124	0
0	123
123	0
0	122
122	0
0	121
121	0
0	120
120	0
0	137
137	0
0	136
136	0
0	139
139	0
0	138
138	0
0	141
141	0
0	140
140	0
0	143
143	0
0	142
142	0
0	129
129	0
0	128
128	0
0	131
131	0
0	130
130	0
0	133
133	0
0	132
132	0
0	135
135	0
0	134
134	0
0	152
152	0
0	153
153	0
0	154
154	0
0	155
155	0
0	156
156	0
0	157
157	0
0	158
158	0
0	159
159	0
0	144
144	0
0	145
145	0
0	146
146	0
0	147
147	0
0	148
148	0
0	149
149	0
0	150
150	0
0	151
151	0
0	171
171	0
0	170
170	0
0	169
169	0
0	168
168	0
0	175
175	0
0	174
174	0
0	173
173	0
0	172
172	0
0	163
163	0
0	162
162	0
0	161
161	0
0	160
160	0
0	167
167	0
0	166
166	0
0	165
165	0
0	164
164	0
0	186
186	0
0	187
187	0
0	184
184	0
0	185
185	0
0	190
190	0
0	191
191	0
0	188
188	0
0	189
189	0
0	178
178	0
0	179
179	0
0	176
176	0
0	177
177	0
0	182
182	0
0	183
183	0
0	180
180	0
0	181
181	0
0	205
205	0
0	204
204	0
0	207
207	0
0	206
206	0
0	201
201	0
0	200
200	0
0	203
203	0
0	202
202	0
0	197
197	0
0	196
196	0
0	199
199	0
0	198
198	0
0	193
193	0
0	192
192	0
0	195
195	0
0	194
194	0
0	220
220	0
0	221
221	0
0	222
222	0
0	223
223	0
0	216
216	0
0	217
217	0
0	218
218	0
0	219
219	0
0	212
212	0
0	213
213	0
0	214
214	0
0	215
215	0
0	208
208	0
0	209
209	0
0	210
210	0
0	211
211	0
0	239
239	0
0	238
238	0
0	237
237	0
0	236
236	0
0	235
235	0
0	234
234	0
0	233
233	0
0	232
232	0
0	231
231	0
0	230
230	0
0	229
229	0
0	228
228	0
0	227
227	0
0	226
226	0
0	225
225	0
0	224
224	0
0	254
254	0
0	255
255	0
0	252
252	0
0	253
253	0
0	250
250	0
0	251
251	0
0	248
248	0
0	249
249	0
0	246
246	0
0	247
247	0
0	244
244	0
0	245
245	0
0	242
242	0
0	243
243	0
0	240
240	0
0	241
241	0
0	275
275	0
0	274
274	0
0	273
273	0
0	272
272	0
0	279
279	0
0	278
278	0
0	277
277	0
0	276
276	0
0	283
283	0
0	282
282	0
0	281
281	0
0	280
280	0
0	287
287	0
0	286
286	0
0	285
285	0
0	284
284	0
0	258
258	0
0	259
259	0
0	256
256	0
0	257
257	0
0	262
262	0
0	263
263	0
0	260
260	0
0	261
261	0
0	266
266	0
0	267
267	0
0	264
264	0
0	265
265	0
0	270
270	0
0	271
271	0
0	268
268	0
0	269
269	0
0	305
305	0
0	304
304	0
0	307
307	0
0	306
306	0
0	309
309	0
0	308
308	0
0	311
311	0
0	310
310	0
0	313
313	0
0	312
312	0
0	315
315	0
0	314
314	0
0	317
317	0
0	316
316	0
0	319
319	0
0	318
318	0
0	288
288	0
0	289
289	0
0	290
290	0
0	291
291	0
0	292
292	0
0	293
293	0
0	294
294	0
0	295
295	0
0	296
296	0
0	297
297	0
0	298
298	0
0	299
299	0
0	300
300	0
0	301
301	0
0	302
302	0
0	303
303	0
0	343
343	0
0	342
342	0
0	341
341	0
0	340
340	0
0	339
339	0
0	338
338	0
0	337
337	0
0	336
336	0
0	347
347	0
0	346
346	0
0	345
345	0
0	344
344	0
0	326
326	0
0	327
327	0
0	324
324	0
0	325
325	0
0	322
322	0
0	323
323	0
0	320
320	0
0	321
321	0
0	334
334	0
0	335
335	0
0	332
332	0
0	333
333	0
0	330
330	0
0	331
331	0
0	328
328	0
0	329
329	0
1	236
236	1
1	315
315	1
1	280
280	1
1	133
133	1
1	346
346	1
1	73
73	1
1	194
194	1
1	119
119	1
1	48
48	1
1	322
322	1
1	54
54	1
1	53
53	1
1	92
92	1
1	126
126	1
1	299
299	1
1	88
88	1
2	343
343	2
2	326
326	2
2	116
116	2
2	115
115	2
2	20
20	2
2	312
312	2
2	333
333	2
2	226
226	2
2	149
149	2
3	274
274	3
3	170
170	3
3	200
200	3
3	67
67	3
3	142
142	3
3	283
283	3
3	9
9	3
3	280
280	3
3	228
228	3
3	72
72	3
3	85
85	3
3	323
323	3
3	188
188	3
3	25
25	3
3	26
26	3
3	122
122	3
4	275
275	4
4	152
152	4
4	273
273	4
4	306
306	4
4	218
218	4
4	78
78	4
4	328
328	4
4	195
195	4
4	181
181	4
5	204
204	5
5	187
187	5
5	169
169	5
5	87
87	5
5	235
235	5
5	156
156	5
5	158
158	5
5	213
213	5
5	315
315	5
5	316
316	5
5	122
122	5
5	180
180	5
6	219
219	6
6	95
95	6
6	147
147	6
6	89
89	6
6	319
319	6
7	304
304	7
7	103
103	7
7	136
136	7
7	340
340	7
7	168
168	7
7	339
339	7
7	38
38	7
7	308
308	7
7	65
65	7
7	129
129	7
7	315
315	7
7	347
347	7
7	87
87	7
7	291
291	7
7	322
322	7
7	22
22	7
7	246
246	7
7	213
213	7
7	31
31	7
8	259
259	8
8	201
201	8
8	110
110	8
8	264
264	8
8	245
245	8
8	193
193	8
8	91
91	8
9	272
272	9
9	141
141	9
9	277
277	9
9	142
142	9
9	276
276	9
9	128
128	9
9	280
280	9
9	133
133	9
9	285
285	9
9	134
134	9
9	258
258	9
9	156
156	9
9	21
21	9
9	25
25	9
9	26
26	9
9	148
148	9
9	271
271	9
9	30
30	9
9	170
170	9
9	304
304	9
9	169
169	9
9	315
315	9
9	161
161	9
9	186
186	9
9	185
185	9
9	291
291	9
9	188
188	9
9	295
295	9
9	297
297	9
9	176
176	9
9	56
56	9
9	342
342	9
9	69
69	9
9	341
341	9
9	200
200	9
9	66
66	9
9	203
203	9
9	67
67	9
9	199
199	9
9	79
79	9
9	72
72	9
9	75
75	9
9	85
85	9
9	322
322	9
9	323
323	9
9	334
334	9
9	329
329	9
9	232
232	9
9	231
231	9
9	105
105	9
9	224
224	9
9	119
119	9
9	252
252	9
9	113
113	9
9	122
122	9
10	169
169	10
10	291
291	10
10	323
323	10
10	200
200	10
10	277
277	10
10	142
142	10
10	67
67	10
10	332
332	10
10	285
285	10
13	342
342	13
13	65
65	13
13	277
277	13
13	67
67	13
13	199
199	13
13	325
325	13
13	223
223	13
13	21
21	13
13	82
82	13
13	261
261	13
13	332
332	13
13	26
26	13
13	265
265	13
13	148
148	13
13	271
271	13
13	211
211	13
13	239
239	13
13	304
304	13
13	238
238	13
13	236
236	13
13	98
98	13
13	172
172	13
13	313
313	13
13	109
109	13
13	119
119	13
13	118
118	13
13	252
252	13
13	188
188	13
13	59
59	13
13	56
56	13
14	343
343	14
14	310
310	14
14	312
312	14
14	41
41	14
14	226
226	14
14	326
326	14
14	116
116	14
14	115
115	14
14	20
20	14
14	144
144	14
14	214
214	14
14	28
28	14
14	149
149	14
14	151
151	14
16	118
118	16
16	261
261	16
16	172
172	16
16	82
82	16
16	332
332	16
16	29
29	16
16	331
331	16
16	329
329	16
17	326
326	17
17	137
137	17
17	19
19	17
17	116
116	17
17	115
115	17
17	140
140	17
17	310
310	17
17	144
144	17
17	312
312	17
17	111
111	17
17	214
214	17
17	41
41	17
19	343
343	19
19	289
289	19
19	138
138	19
19	175
175	19
19	115
115	19
19	293
293	19
19	174
174	19
19	112
112	19
19	312
312	19
19	214
214	19
19	41
41	19
19	227
227	19
19	89
89	19
19	319
319	19
20	343
343	20
20	326
326	20
20	115
115	20
20	312
312	20
20	162
162	20
20	111
111	20
20	214
214	20
20	333
333	20
20	41
41	20
20	226
226	20
20	149
149	20
20	44
44	20
21	136
136	21
21	274
274	21
21	272
272	21
21	277
277	21
21	142
142	21
21	281
281	21
21	280
280	21
21	284
284	21
21	134
134	21
21	159
159	21
21	25
25	21
21	26
26	21
21	271
271	21
21	31
31	21
21	304
304	21
21	170
170	21
21	169
169	21
21	308
308	21
21	39
39	21
21	313
313	21
21	315
315	21
21	40
40	21
21	161
161	21
21	165
165	21
21	186
186	21
21	184
184	21
21	55
55	21
21	188
188	21
21	297
297	21
21	56
56	21
21	342
342	21
21	200
200	21
21	66
66	21
21	203
203	21
21	67
67	21
21	197
197	21
21	345
345	21
21	325
325	21
21	223
223	21
21	322
322	21
21	323
323	21
21	334
334	21
21	212
212	21
21	332
332	21
21	88
88	21
21	239
239	21
21	236
236	21
21	98
98	21
21	235
235	21
21	232
232	21
21	108
108	21
